  id  |           name            | year_printed |  sheet   
  992 | Houhora                   |         1971 | N6
  994 | Whangaroa                 |         1972 | N8
  996 | Kaitaia                   |         1977 | N10
  998 | Bay of Islands            |         1970 | N12
  999 | Herekino                  |         1975 | N13
 1001 | Kaikohe                   |         1977 | N15
 1003 | Waipoua and Taharoa       |         1975 | N18-22
 1005 | Whangarei                 |         1977 | N20
 1007 | Waipu                     |         1975 | N24
 1009 | Maungaturoto              |         1974 | N28
 1010 | Pakiri                    |         1969 | N29
 1012 | North Head                |         1972 | N32
 1014 | Warkworth                 |         1977 | N34
 1016 | Helensville               |         1973 | N37
 1018 | Moehau                    |         1974 | N39
 1019 | Coromandel                |         1974 | N40
 1021 | Auckland                  |         1978 | N42
 1023 | Whitianga                 |         1972 | N44
 1025 | Mangatawhiri              |         1974 | N48
 1027 | Onewhero                  |         1979 | N51
 1028 | Te Kauwhata               |         1981 | N52
 1030 | Tauranga                  |         1977 | N54-58
 1032 | Ngaruawahia               |         1978 | N56
 1034 | Matata                    |         1979 | N59-68
 1035 | White Island and Te Kaha  |         1970 | N60-61
 1037 | East Cape                 |         1970 | N63
 1039 | Hamilton                  |         1974 | N65
 1041 | Te Puke                   |         1972 | N67
 1043 | Omaio                     |         1970 | N70
 1045 | Waiapu                    |         1970 | N72
 1046 | Kawhia                    |         1974 | N73
 1048 | Arapuni                   |         1967 | N75
 1049 | Rotorua                   |         1972 | N76
 1050 | Tarawera                  |         1979 | N77
 1052 | Motu                      |         1973 | N79
 1054 | Marakopa                  |         1972 | N82
 1055 | Te Kuiti                  |         1978 | N83
 1057 | Waiotapu                  |         1974 | N85
 1059 | Waimana                   |         1980 | N87
 1061 | Tolaga Bay                |         1972 | N89-90
 1063 | Ongarue                   |         1974 | N92
 1064 | Waihaha                   |         1974 | N93
 1066 | Te Whaiti                 |         1978 | N95
 1068 | Ngatapa                   |         1978 | N97
 1070 | Mimi                      |         1977 | N99
 1072 | Taumarunui                |         1972 | N101
 1073 | Tokaanu                   |         1976 | N102
 1075 | Maungataniwha             |         1974 | N104
 1077 | Tiniroto                  |         1978 | N106
 1079 | New Plymouth              |         1970 | N108
 1081 | Whangamomona              |         1977 | N110
 1083 | Ngauruhoe                 |         1972 | N112
 1084 | Kaweka                    |         1970 | N113
 1086 | Mohaka                    |         1967 | N115
 1088 | Mahia                     |         1969 | N117-127
 1090 | Stratford                 |         1976 | N119
 1091 | Matemateaonga             |         1975 | N120
 1093 | Ruapehu                   |         1971 | N122
 1095 | Esk                       |         1975 | N124
 1097 | Oeo                       |         1965 | N128
 1098 | Hawera and Patea          |         1979 | N129-136
 1100 | Kakatahi                  |         1980 | N131
 1102 | Whakarara                 |         1977 | N133
 1104 | Kidnappers                |         1970 | N135
 1106 | Wanganui                  |         1977 | N138
 1108 | Ongaonga                  |         1976 | N140
 1109 | Waipawa                   |         1977 | N141
 1111 | Marton                    |         1975 | N143
 1113 | Dannevirke                |         1979 | N145
 1115 | Tangimoana                |         1974 | N148
 1117 | Weber                     |         1979 | N150
 1118 | Porangahau                |         1980 | N151
 1120 | Eketahuna                 |         1975 | N153
 1122 | Otaki                     |         1974 | N156-157
 1123 | Otaki                     |         1979 | N157
 1124 | Masterton                 |         1973 | N158
 1126 | Hutt                      |         1977 | N160
 1128 | Wairarapa                 |         1974 | N162
 1129 | Whareama                  |         1966 | N163
 1131 | Onoke                     |         1978 | N165
 1133 | Palliser                  |         1980 | N168-169
 1135 | Farewell                  |         1974 | S1-3
 1137 | Collingwood               |         1967 | S3
 1138 | Stephens                  |         1974 | S5-6
 1140 | Takaka                    |         1974 | S8
 1142 | DUrville                  |         1974 | S10
 1144 | Karamea                   |         1974 | S12
 1146 | Motueka                   |         1978 | S14
 1148 | Queen Charlotte           |         1969 | S16
 1149 | Little Wanganui           |         1973 | S17-18
 1151 | Nelson                    |         1975 | S20
 1153 | Picton                    |         1970 | S22
 1155 | Matiri                    |         1972 | S25
 1157 | Wairau                    |         1971 | S27
 1158 | Blenheim                  |         1972 | S28
 1160 | Charleston                |         1969 | S30
 1162 | Murchison                 |         1975 | S32
 1164 | Saxton                    |         1971 | S34
 1166 | Ward                      |         1973 | S36
 1167 | Punakaiki                 |         1971 | S37
 1169 | Maruia                    |         1971 | S39
 1171 | Molesworth                |         1971 | S41
 1173 | Greymouth                 |         1977 | S44
 1174 | Ahaura                    |         1971 | S45
 1176 | Jollies                   |         1971 | S47
 1178 | Kaikoura                  |         1972 | S49
 1180 | Harpers Pass              |         1977 | S52
 1182 | Hanmer                    |         1972 | S54
 1183 | Parnassus                 |         1974 | S55-56
 1185 | Kaniere                   |         1975 | S58
 1187 | Dampier                   |         1978 | S60
 1189 | Cheviot                   |         1974 | S62
 1191 | Ianthe                    |         1976 | S64
 1192 | Wilberforce               |         1978 | S65
