  id  |                                 name                                 | series  |                   sheet                   | year_printed | uploadedmap_id |                                   extent                                   
  580 | Feilding                                                             | NZMS1   | N144                                      |         1979 |                | BOX(175.500177442317 -40.233600697319,175.983677970952 -39.985549498277)
  769 | Wangaloa                                                             | NZMS1   | S180                                      |         1969 |                | BOX(169.893282187189 -46.4616294853823,170.433577616163 -46.2086712414358)
  840 | Waikari                                                              | NZMS260 | M33                                       |         1989 |                | BOX(172.26394910668 -43.0071231903228,172.755662372095 -42.7349427994396)
  720 | Caswell                                                              | NZMS1   | S129                                      |         1974 |                | BOX(166.792150649028 -45.1558263097211,167.331712021788 -44.8894629471573)
  564 | Tongoio                                                              | NZMS1   | N125                                      |         1973 |                | BOX(176.929926656543 -39.4835657392323,177.094337582087 -39.23450235885)
  247 | Otorohanga                                                           | NZMS1   | N74                                       |         1968 |                | BOX(175.030069347439 -38.2568979989362,175.500185791725 -38.0088286709061)
 1654 | Kawau Island                                                         | Topo50  | AZ32                                      |         2009 |                | BOX(174.737278283335 -36.6187743657113,175.012780349192 -36.290194302339)
  311 | Tinui                                                                | NZMS1   | N159                                      |         1965 |                | BOX(175.987233725853 -40.9736552354036,176.477864394353 -40.7235633261654)
  766 | Invercargill                                                         | NZMS1   | S177                                      |         1977 |                | BOX(168.288396411271 -46.4353001691093,168.835028595857 -46.1751243196359)
 2434 | OT73                                                                 | NZMS13  | OT73                                      |         1869 |                | BOX(169.533065716638 -45.131063263868,169.613419124371 -45.0659884057877)
  680 | Okuru                                                                | NZMS1   | S86                                       |         1973 |                | BOX(168.424245366852 -43.9695667822159,168.946881523531 -43.7103816998938)
 2317 | Levels                                                               | NZMS15  |                                           |         1943 |                | BOX(170.86061 -44.50046,171.42921 -44.13773)
 1155 | Matiri                                                               | NZMS1   | S25                                       |         1972 |                | BOX(171.993141629984 -41.7748953080762,172.48988079546 -41.5247505803091)
 1643 | Russell                                                              | Topo50  | AV29                                      |         2009 |                | BOX(173.920575147028 -35.3297149262625,174.188264362888 -35.0028587797199)
  663 | Amberley and Motunau                                                 | NZMS1   | S68-69                                    |         1977 |                | BOX(172.509465259399 -43.2531602627182,173.143898611581 -42.9990190002264)
  115 | Waitaki                                                              | NZMS1   | S128                                      |         1943 |                | BOX(170.978374514077 -44.9857960517778,171.500105259851 -44.7377665976182)
 1992 | Pendarves                                                            | Topo50  | BY22                                      |         2009 |                | BOX(171.95075907517 -44.0887208754577,172.254570369744 -43.7622845919085)
  208 | Poor Knights                                                         | NZMS1   | N18                                       |         1967 |                | BOX(173.225332556223 -35.7713047762693,173.685672699988 -35.5165153576032)
 1508 | Kawhia                                                               | NZMS260 | Q15-R15                                   |         1997 |                | BOX(174.588822897033 -38.1325038002667,175.051309822997 -37.8547046414339)
 1618 | Matawai                                                              | NZMS260 | X17                                       |         1985 |                | BOX(177.346679685199 -38.6004340051155,177.821851365781 -38.31218507128)
  322 | Heaphy                                                               | NZMS1   | S7                                        |         1965 |                | BOX(171.987623567208 -41.0339356192849,172.478705050862 -40.7838400053454)
 2320 | Mackenzie                                                            | NZMS15  | 2                                         |         1930 |                | BOX(170.36113 -44.07982,171.05739 -43.40934)
 1035 | White Island and Te Kaha                                             | NZMS1   | N60-61                                    |         1970 |                | BOX(177.103056103506 -37.7516477222554,177.83418085388 -37.4925547929795)
 1494 | Picton                                                               | NZMS260 | P27                                       |         1995 |                | BOX(173.714570816348 -41.3846247953056,174.195719493333 -41.1105506239384)
 1493 | Cape Jackson                                                         | NZMS260 | P26-Q26                                   |         1997 |                | BOX(173.972536423525 -41.1125627826672,174.452737536049 -40.837421512114)
 1227 | Geraldine                                                            | NZMS1   | S102                                      |         1971 |                | BOX(170.984967567917 -44.2452247239111,171.500109209092 -43.9971932034808)
  174 | Jollies                                                              | NZMS1   | S47                                       |         1951 |                | BOX(172.497567347716 -42.5124788760814,173.002027514918 -42.2601437063758)
 1675 | Galatea                                                              | Topo50  | BF39                                      |         2009 |                | BOX(176.699560837303 -38.5194469195312,176.990765675423 -38.1867353099513)
 1566 | Kuratau                                                              | NZMS260 | T18                                       |         1997 |                | BOX(175.526948283494 -38.926218064529,175.997941105202 -38.6448310511534)
 1544 | Hamilton                                                             | NZMS260 | S14                                       |         1998 |                | BOX(175.035378347041 -37.8547046414339,175.497727407523 -37.5751759546979)
  222 | Moehau                                                               | NZMS1   | N39                                       |         1966 |                | BOX(175.039286486345 -36.7739336493061,175.500191085553 -36.5258509295811)
   92 | Tongoio                                                              | NZMS1   | N125                                      |         1944 |                | BOX(176.929926656543 -39.4012317489422,177.145517602799 -39.2337683555549)
  528 | Matawai                                                              | NZMS1   | N88                                       |         1974 |                | BOX(177.380208728951 -38.4888319890918,177.857883965482 -38.2333746514875)
 1039 | Hamilton                                                             | NZMS1   | N65                                       |         1974 |                | BOX(175.031652836931 -38.0097631485639,175.500186688381 -37.7616916619627)
 1255 | Wakatipu                                                             | NZMS1   | S132                                      |         1978 |                | BOX(168.358511877838 -45.2025945471105,168.892755007419 -44.9429254843056)
 1170 | Spenser                                                              | NZMS1   | S40                                       |         1971 |                | BOX(172.493700009168 -42.2655631817165,172.996154676762 -42.0132635178932)
 2014 | Waitahuna                                                            | Topo50  | CE15                                      |         2009 |                | BOX(169.746117500327 -45.9976295492359,170.07260678154 -45.6657277278153)
 1751 | Haast Pass / Tioripatea                                              | Topo50  | BZ13                                      |         2009 |                | BOX(169.235803828646 -44.3627451404635,169.555294410872 -44.0298043119025)
   44 | Helensville                                                          | NZMS1   | N37                                       |         1944 |                | BOX(174.117641417184 -36.770360405136,174.581365281918 -36.518771181092)
 2387 | NN67                                                                 | NZMS13  | NN67                                      |         1899 |                | BOX(171.506026278077 -42.3656037063671,171.834362283446 -42.1249068250373)
 1474 | DUrville                                                             | NZMS260 | O26-P25-26                                |         1997 |                | BOX(173.759088207703 -41.1141774575541,173.976517994084 -40.84241102478)
  814 | Otira                                                                | NZMS260 | K33                                       |         1989 |                | BOX(171.282910825099 -43.0007693388126,171.778752874726 -42.7244384368958)
  544 | Waikaremoana                                                         | NZMS1   | N105                                      |         1975 |                | BOX(176.920021402033 -38.9895434363035,177.399651259054 -38.7358119503345)
 2383 | NN3                                                                  | NZMS13  | NN3                                       |         1898 |                | BOX(172.404474995926 -40.724223487213,172.726755750135 -40.4983802629698)
 1196 | Gillespies                                                           | NZMS1   | S70                                       |         1973 |                | BOX(169.465506646883 -43.4943665992804,169.980130098358 -43.2396898139094)
 1685 | Tauranga                                                             | Topo50  | BD37                                      |         2009 |                | BOX(176.124778345988 -37.8876999459948,176.410914198105 -37.5562061066269)
 1113 | Dannevirke                                                           | NZMS1   | N145                                      |         1979 |                | BOX(175.981932817582 -40.2325918604281,176.467129645457 -39.9825473031334)
 2253 | Waitotara                                                            | NZMS15  |                                           |         1921 |                | BOX(174.62399 -39.96484,175.17299 -39.2441)
  890 | Pukekohe                                                             | NZMS260 | Q12-R12                                   |         1980 |                | BOX(174.513864320179 -37.3225194861272,175.027486979741 -37.0439308526069)
 1601 | Esk                                                                  | NZMS260 | V20                                       |         1997 |                | BOX(176.472341201257 -39.4420230729762,176.950156006954 -39.1570360308656)
 1012 | North Head                                                           | NZMS1   | N32                                       |         1972 |                | BOX(173.968973094606 -36.518771181092,174.126410348357 -36.2697843835442)
  619 | Nelson                                                               | NZMS1   | S20                                       |         1975 |                | BOX(172.973384943523 -41.5194693531791,173.471675698895 -41.2652269274968)
  111 | Timaru                                                               | NZMS1   | S111                                      |         1959 |                | BOX(170.982798021127 -44.4920925167563,171.500107904572 -44.2440617667939)
  562 | Ngamatea                                                             | NZMS1   | N123                                      |         1975 |                | BOX(175.976824693219 -39.4914330144071,176.45678577062 -39.2414342828438)
  206 | Kerikeri                                                             | NZMS1   | N11                                       |         1969 |                | BOX(173.691204398532 -35.2829857819477,174.147420664163 -35.0299320482442)
  237 | Te Aroha                                                             | NZMS1   | N58                                       |         1965 |                | BOX(175.965612848233 -37.7616937904187,176.434083216858 -37.5117965992645)
 1846 | Hauturu / Little Barrier Island                                      | Topo50  | AY33                                      |         2009 |                | BOX(174.996180645812 -36.290194302339,175.271491050187 -35.9611044058049)
 2131 | Tongariro National Park                                              | NZMS54  |                                           |         1927 |             56 | BOX(175.260696827891 -39.5686816625987,175.94088118492 -38.8636176909202)
 2015 | Ophir                                                                | Topo50  | CC14                                      |         2009 |                | BOX(169.477645146368 -45.3422013362905,169.801614238939 -45.0097203633936)
  360 | Broken River                                                         | NZMS1   | S66                                       |         1969 |                | BOX(171.500113053621 -43.2576467622801,172.006851835479 -43.0096141535341)
 1297 | Riverton                                                             | NZMS1   | S176                                      |         1980 |                | BOX(167.754194152999 -46.4215220994259,168.302787029269 -46.1589911096088)
 1886 | Kawhia                                                               | Topo50  | BE32                                      |         2009 |                | BOX(174.774731085677 -38.2404830754013,175.056680699055 -37.9117468518508)
  780 | Bluff                                                                | NZMS260 | E47                                       |         1983 |                | BOX(168.243028631673 -46.705095915555,168.577416654839 -46.4235790896279)
 1617 | Motu                                                                 | NZMS260 | X16                                       |         1997 |                | BOX(177.330176006032 -38.3304809428618,177.803511739029 -38.0423029398302)
  906 | Marokopa                                                             | NZMS260 | R16                                       |         1987 |                | BOX(174.595133142864 -38.4027579415223,175.059350931368 -38.124951802703)
  945 | Tongariro                                                            | NZMS260 | T19                                       |         1984 |                | BOX(175.536833654569 -39.1963919968823,176.009656362662 -38.914973697303)
  981 | Cape Runaway                                                         | NZMS260 | Y14                                       |         1983 |                | BOX(177.749412834084 -37.7724091358006,178.22051368657 -37.4827161629874)
 1731 | Mount Patriarch                                                      | Topo50  | BR26                                      |         2009 |                | BOX(173.14377119896 -41.8217884633913,173.433477330578 -41.4968113409135)
  975 | Waimarama                                                            | NZMS260 | W22                                       |         1982 |                | BOX(176.96563623182 -39.9668523668989,177.215067081435 -39.6887049751174)
 1909 | Totaranui                                                            | Topo50  | BN25                                      |         2009 |                | BOX(172.857639827985 -40.8489585576002,173.142360172015 -40.5246452834509)
  668 | Springfield                                                          | NZMS1   | S74                                       |         1970 |                | BOX(171.500111783428 -43.5045572649574,172.008911081673 -43.2565257418252)
 1277 | Waikouaiti                                                           | NZMS1   | S155                                      |         1972 |                | BOX(170.443011284466 -45.7250470196175,170.973835477813 -45.4746050322977)
   75 | Mokau                                                                | NZMS1   | N91                                       |         1957 |                | BOX(174.553549197167 -38.7501769997617,175.02846635644 -38.5002205251253)
 1752 | Makarora                                                             | Topo50  | BZ12                                      |         2009 |                | BOX(168.935393101934 -44.3532231210006,169.25636243239 -44.019608548183)
 1521 | Auckland                                                             | NZMS260 | R11                                       |         1998 |                | BOX(174.563873498219 -37.0514248773522,175.01964553253 -36.7736657573937)
  124 | Waikouaiti                                                           | NZMS1   | S155                                      |         1943 |                | BOX(170.443011284466 -45.7250470196175,170.973835477813 -45.4746050322977)
  561 | Ruapehu                                                              | NZMS1   | N122                                      |         1971 |                | BOX(175.500180283443 -39.4924158217985,175.978506467965 -39.244358927435)
 1121 | Pongaroa & Turnagain                                                 | NZMS1   | N154-155                                  |         1974 |                | BOX(175.985444838933 -40.7266447440586,176.636557845804 -40.4750979540333)
  229 | Mangatawhiri                                                         | NZMS1   | N48                                       |         1964 |                | BOX(175.036288813342 -37.2682964055527,175.50018934355 -37.0202182607615)
 1272 | Mossburn                                                             | NZMS1   | S150                                      |         1977 |                | BOX(167.803859450247 -45.6822866084414,168.344850463798 -45.4201218911914)
 1179 | Hokitika                                                             | NZMS1   | S50-51                                    |         1978 |                | BOX(170.908056739047 -42.7637937595342,171.500116798479 -42.5153323064832)
  415 | Invercargill                                                         | NZMS1   | S177                                      |         1960 |                | BOX(168.288396411271 -46.4353001691093,168.835028595857 -46.1751243196359)
 1044 | Hikurangi                                                            | NZMS1   | N71                                       |         1970 |                | BOX(177.83418085388 -37.9864464253233,178.3098700522 -37.7293447194884)
 2346 | Grey                                                                 | NZMS15  | 3                                         |         1920 |                | BOX(171.03939 -42.76149,171.69738 -42.40592)
 1861 | Ruawai                                                               | Topo50  | AY29                                      |         2009 |                | BOX(173.931749734792 -36.3033380296936,174.202861006197 -35.976452562512)
  220 | Helensville                                                          | NZMS1   | N37                                       |         1964 |                | BOX(174.117641417184 -36.770360405136,174.581365281918 -36.518771181092)
 1464 | Acheron                                                              | NZMS260 | N31                                       |         1988 |                | BOX(172.756757274969 -42.4670333822416,173.243150450094 -42.1968966733901)
 2431 | OT80                                                                 | NZMS13  | OT80                                      |         1886 |                | BOX(170.757308922466 -45.2087577556291,171.054701053538 -45.0244043772563)
 1010 | Pakiri                                                               | NZMS1   | N29                                       |         1969 |                | BOX(174.584271571399 -36.2786518233374,175.043648184734 -36.0288342908735)
 1016 | Helensville                                                          | NZMS1   | N37                                       |         1973 |                | BOX(174.117641417184 -36.770360405136,174.581365281918 -36.518771181092)
 2071 | Caswell Sound                                                        | Topo50  | CC06                                      |         2009 |                | BOX(167.037909290427 -45.2471530379079,167.373969649008 -44.9093050277589)
  166 | Reefton                                                              | NZMS1   | S38                                       |         1945 |                | BOX(171.500118025443 -42.2698981343579,171.998870155976 -42.0218605019622)
 2269 | Southland-Wallace-Lake                                               | NZMS15  | 1                                         |         1948 |                | BOX(167.34414 -45.78972,169.21254 -44.46158)
 2430 | OT57                                                                 | NZMS13  | OT57                                      |         1867 |                | BOX(170.926561687419 -45.0917209447925,171.200045765625 -44.8774854520621)
 1650 | Kaitaia                                                              | Topo50  | AV26                                      |         2009 |                | BOX(173.13151811966 -35.3331757262774,173.396121879648 -35.0079878695634)
 1857 | Te Kauwhata                                                          | Topo50  | BC33                                      |         2009 |                | BOX(175.029919670869 -37.5874754398686,175.310333064574 -37.2582359552817)
 1218 | Ashburton                                                            | NZMS1   | S92                                       |         1970 |                | BOX(171.500109209092 -43.9983462493042,172.013108891343 -43.7503166785965)
 2043 | Ada Flat                                                             | Topo50  | BT24                                      |         2009 |                | BOX(172.562076388081 -42.4702498873798,172.854770800581 -42.145293091579)
 1257 | Omakau                                                               | NZMS1   | S134                                      |         1979 |                | BOX(169.404830598069 -45.2218118607768,169.935175517955 -44.9667300645634)
  431 | Tongoio                                                              | NZMS1   | N125                                      |         1944 |                | BOX(176.929926656543 -39.4012317489422,177.145517602799 -39.2337683555549)
  746 | Dusky                                                                | NZMS1   | S156                                      |         1973 |                | BOX(166.202263486285 -45.8733926153384,166.751043922227 -45.6043202775739)
  176 | Kaikoura                                                             | NZMS1   | S49                                       |         1943 |                | BOX(173.494577295625 -42.4993616613088,174.002558533189 -42.2428091326785)
 1444 | Mount Arthur                                                         | NZMS260 | M27                                       |         1996 |                | BOX(172.282795807181 -41.3865636227931,172.762006025407 -41.1144452869268)
 2309 | Ashburton                                                            | NZMS15  | 1                                         |         1946 |                | BOX(171.23263 -43.74903,172.01087 -43.37528)
  388 | Lindis                                                               | NZMS1   | S116                                      |         1969 |                | BOX(169.422725373763 -44.7283132573569,169.948432710672 -44.4733499860062)
 2425 | CB92-93-108                                                          | NZMS13  | CB92-93-108                               |         1882 |                | BOX(171.928736435002 -43.9918174628859,172.247969320054 -43.7251659256558)
  884 | Hukerenui                                                            | NZMS260 | Q06-R06                                   |         1988 |                | BOX(174.093049960624 -35.7056989285557,174.605724905692 -35.4286500967846)
  598 | Wellington                                                           | NZMS1   | N164                                      |         1974 |                | BOX(174.515098916549 -41.4676420071637,175.009468325999 -41.2175154072475)
  472 | Mangakahia                                                           | NZMS1   | N19                                       |         1975 |                | BOX(173.680073262482 -35.777331712191,174.139169686515 -35.5241913891013)
  147 | Tadmor                                                               | NZMS1   | S19                                       |         1943 |                | BOX(172.48238398735 -41.5247505803091,172.978971209518 -41.2725554173464)
 1849 | Coromandel                                                           | Topo50  | BA34                                      |         2009 |                | BOX(175.28096978281 -36.9339828711683,175.559852150906 -36.6042731816332)
 1284 | Lawrence                                                             | NZMS1   | S162                                      |         1972 |                | BOX(169.377105516486 -45.9619736544258,169.914637288854 -45.7067095931872)
 2377 | NN28                                                                 | NZMS13  | NN28                                      |         1899 |                | BOX(173.260111710589 -41.2998437962156,173.571549790812 -41.0582629939741)
  911 | Ngamatapouri                                                         | NZMS260 | R21                                       |         1987 |                | BOX(174.627163236743 -39.7538878322197,175.100379041881 -39.476044006497)
 1192 | Wilberforce                                                          | NZMS1   | S65                                       |         1978 |                | BOX(170.993374296665 -43.2576467622801,171.500114312741 -43.00961139364)
  716 | St Bathans                                                           | NZMS1   | S125                                      |         1980 |                | BOX(169.413835613308 -44.9750682914564,169.941846703868 -44.7200460488745)
  916 | Wellington                                                           | NZMS260 | R27                                       |         1979 |                | BOX(174.667006938888 -41.3747540712204,175.151856325338 -41.0968171582108)
  161 | St Arnaud                                                            | NZMS1   | S33                                       |         1943 |                | BOX(172.48988079546 -42.0186365585689,172.990355049256 -41.7663720601924)
 1436 | Waimakariri                                                          | NZMS260 | L35                                       |         1997 |                | BOX(171.762491278562 -43.545062739186,172.260691151118 -43.2707921849709)
 1360 | Mataura                                                              | NZMS260 | F46                                       |         1999 |                | BOX(168.577416654839 -46.4537523746358,169.115680351339 -46.1660780523307)
 1689 | Waiotapu                                                             | Topo50  | BF37                                      |         2009 |                | BOX(176.152310184164 -38.53562087968,176.441308985684 -38.2039955245245)
  657 | Cheviot                                                              | NZMS1   | S62                                       |         1974 |                | BOX(173.007974646021 -43.0007164661646,173.518356919166 -42.746153261598)
 1245 | Hollyford                                                            | NZMS1   | S122                                      |         1974 |                | BOX(167.851629181076 -44.9429254843056,168.385311970502 -44.6811171097894)
  963 | Edgecumbe                                                            | NZMS260 | V15                                       |         1988 |                | BOX(176.4061416807 -38.0916172409276,176.87477916156 -37.8068966160589)
  592 | Masterton                                                            | NZMS1   | N158                                      |         1973 |                | BOX(175.500174539395 -40.9746906681655,175.989044942337 -40.7266447440586)
 2163 | Thames                                                               | NZMS15  |                                           |         1935 |                | BOX(175.38804 -37.2986,175.94286 -36.91829)
 1145 | Cobb                                                                 | NZMS1   | S13                                       |         1974 |                | BOX(172.478705050862 -41.2777912541391,172.973384943523 -41.0256302737797)
  448 | Pukeuri                                                              | NZMS1   | S137                                      |         1943 |                | BOX(170.976874518651 -45.1499836624708,171.210250088197 -44.9846028599535)
  491 | Whitianga                                                            | NZMS1   | N44                                       |         1972 |                | BOX(175.50018934355 -37.0211201707182,175.962581910257 -36.7730418530184)
  907 | Awakino                                                              | NZMS260 | R17                                       |         1986 |                | BOX(174.601473156411 -38.6730042226147,175.067443899413 -38.3951914286133)
 1159 | Seddon                                                               | NZMS1   | S29                                       |         1972 |                | BOX(173.964170071365 -41.7493332874802,174.467695422305 -41.4909706121932)
  757 | Tautapere                                                            | NZMS1   | S167                                      |         1975 |                | BOX(167.239633242615 -46.1589911096088,167.787519476846 -45.8942745331165)
  306 | Levin                                                                | NZMS1   | N152                                      |         1965 |                | BOX(175.013117318273 -40.7276712468912,175.50017648169 -40.4796214057076)
 1027 | Onewhero                                                             | NZMS1   | N51                                       |         1979 |                | BOX(174.569379260135 -37.5145442412464,175.036288813342 -37.2646588826138)
  345 | Clarence                                                             | NZMS1   | S42-43                                    |         1968 |                | BOX(173.486847763093 -42.2525582422329,174.025984875991 -41.9953568323727)
  436 | Punakaiki                                                            | NZMS1   | S37                                       |         1944 |                | BOX(171.278447151865 -42.2698981343579,171.50011924203 -42.0227213629784)
 1030 | Tauranga                                                             | NZMS1   | N54-58                                    |         1977 |                | BOX(175.965612848233 -37.7616937904187,176.434083216858 -37.5117965992645)
 1421 | Coleridge                                                            | NZMS260 | K35                                       |         1998 |                | BOX(171.267652097635 -43.5408033226547,171.76796168345 -43.2644220896952)
  420 | Tokanui                                                              | NZMS1   | S183                                      |         1968 |                | BOX(168.810864255066 -46.6931788980053,169.358011181685 -46.4353001691093)
 2041 | Murchison                                                            | Topo50  | BR23                                      |         2009 |                | BOX(172.277555507505 -41.8210614461879,172.568691621403 -41.4953737485963)
 1939 | Tapawera                                                             | Topo50  | BQ24                                      |         2009 |                | BOX(172.568691621403 -41.4975301742664,172.856940076378 -41.1725428006776)
 1173 | Greymouth                                                            | NZMS1   | S44                                       |         1977 |                | BOX(170.999405586596 -42.5168512712959,171.500118025443 -42.268812270814)
 1827 | Lake Poteriteri                                                      | Topo50  | CF06                                      |         2009 |                | BOX(166.933824482031 -46.2144104421328,167.27678520577 -45.8761484260987)
  183 | Culverden                                                            | NZMS1   | S61                                       |         1943 |                | BOX(172.505449242874 -43.0062774282641,173.013997175576 -42.7538701989711)
  711 | Waimate                                                              | NZMS1   | S119                                      |         1971 |                | BOX(170.980600482937 -44.7389496262952,171.500106588224 -44.4909195658297)
  917 | Wellington                                                           | NZMS260 | R28                                       |         1978 |                | BOX(174.673850579441 -41.6448246919887,175.160735653805 -41.3668640619151)
 1785 | Middlemarch                                                          | Topo50  | CD16                                      |         2009 |                | BOX(170.07260678154 -45.6815119000919,170.395397986827 -45.3504146883621)
  749 | Morley                                                               | NZMS1   | S159                                      |         1974 |                | BOX(167.787519476846 -45.9287124708882,168.331011099954 -45.6664267924348)
 2137 | Arthurs Pass National Park                                           | NZMS194 |                                           |         1969 |             61 | BOX(171.303045027488 -43.1350184800035,172.150891625954 -42.6761962632944)
  130 | Mosgiel                                                              | NZMS1   | S163                                      |         1956 |                | BOX(169.907611635289 -45.9681393550235,170.443011284466 -45.715264554333)
  283 | Matemateaonga                                                        | NZMS1   | N120                                      |         1967 |                | BOX(174.543574855145 -39.4914308363247,175.023537755787 -39.2414299417514)
  772 | Papatowai                                                            | NZMS1   | S184                                      |         1977 |                | BOX(169.348274721926 -46.7020318331409,169.893282187189 -46.4465798608684)
 1088 | Mahia                                                                | NZMS1   | N117-127                                  |         1969 |                | BOX(177.87417659941 -39.2209692887539,178.094038831101 -38.9696066765788)
  548 | Inglewood                                                            | NZMS1   | N109                                      |         1977 |                | BOX(174.070435908325 -39.2414299417514,174.550265171196 -38.9895369473341)
 2352 | Waimea                                                               | NZMS15  | 3                                         |         1928 |                | BOX(172.39621 -41.80196,173.1123 -41.38384)
 1195 | Amberley and Motunau                                                 | NZMS1   | S68-69                                    |         1977 |                | BOX(172.509465259399 -43.2531602627182,173.143898611581 -42.9990190002264)
  212 | Waipu                                                                | NZMS1   | N24                                       |         1968 |                | BOX(174.130715350702 -36.0288342908735,174.58997902395 -35.777331712191)
 1918 | Marton                                                               | Topo50  | BL33                                      |         2009 |                | BOX(175.104253626216 -40.1810896834709,175.39591694327 -39.8515311260736)
  962 | Maketu                                                               | NZMS260 | V14                                       |         1987 |                | BOX(176.393224768303 -37.8214959377585,176.633138015414 -37.5443214525652)
 1534 | Wellington                                                           | NZMS260 | R27                                       |         1979 |                | BOX(174.667006938888 -41.3747540712204,175.151856325338 -41.0968171582108)
 1661 | Manukau Harbour                                                      | Topo50  | BB31                                      |         2009 |                | BOX(174.482466930191 -37.2712282670207,174.759389159921 -36.9431543518214)
 1434 | Dampier                                                              | NZMS260 | L33                                       |         1991 |                | BOX(171.773383450681 -43.0049970862711,172.267180346347 -42.7307371378967)
 1379 | Tasman                                                               | NZMS260 | H37                                       |         1994 |                | BOX(169.75505562204 -44.0549016062466,170.266199352798 -43.7721019552541)
  740 | Mossburn                                                             | NZMS1   | S150                                      |         1977 |                | BOX(167.803859450247 -45.6822866084414,168.344850463798 -45.4201218911914)
  953 | Ngongotaha                                                           | NZMS260 | U15                                       |         1982 |                | BOX(175.952012541706 -38.1045069827062,176.419163874914 -37.8214959377585)
 1671 | Te Kaha                                                              | Topo50  | BD42                                      |         2009 |                | BOX(177.480148587221 -37.8434794806456,177.771549717553 -37.50939521839)
  615 | Rai                                                                  | NZMS1   | S15                                       |         1970 |                | BOX(173.456877233966 -41.2652269274968,173.95486878584 -41.0090269098369)
  144 | Omaui and Bluff                                                      | NZMS1   | S181-182                                  |         1942 |                | BOX(168.202240813828 -46.6818022283299,168.823025622086 -46.4194965009494)
 1185 | Kaniere                                                              | NZMS1   | S58                                       |         1975 |                | BOX(170.995410149121 -43.0107255919663,171.500115560969 -42.762689080287)
  106 | Waipukurau                                                           | NZMS1   | N146                                      |         1944 |                | BOX(176.463639055766 -40.2295634475042,176.950483627373 -39.9775438948602)
  285 | Ruapehu                                                              | NZMS1   | N122                                      |         1966 |                | BOX(175.500180283443 -39.4924158217985,175.978506467965 -39.244358927435)
  681 | Haast                                                                | NZMS1   | S87                                       |         1970 |                | BOX(168.936330952416 -43.9799218149137,169.457167081626 -43.7229229790665)
 2334 | Awatere                                                              | NZMS15  | 1                                         |         1936 |                | BOX(173.66782 -41.7682,174.30854 -41.58856)
  866 | Awatere                                                              | NZMS260 | O30                                       |         1988 |                | BOX(173.241186973736 -42.196944781179,173.726463124387 -41.9248623311489)
  601 | Palliser                                                             | NZMS1   | N168-169                                  |         1980 |                | BOX(175.148563699239 -41.7155969119334,175.643013353876 -41.4681636409796)
  647 | Hokitika                                                             | NZMS1   | S50-51                                    |         1978 |                | BOX(170.908056739047 -42.7637937595342,171.500116798479 -42.5153323064832)
  497 | Paeroa                                                               | NZMS1   | N53-54                                    |         1972 |                | BOX(175.500187579177 -37.5154623292199,176.017324935432 -37.2671754689317)
 1351 | Haast                                                                | NZMS260 | F37                                       |         1991 |                | BOX(168.758215978526 -44.0267109502258,169.273335615988 -43.7396961168064)
 1046 | Kawhia                                                               | NZMS1   | N73                                       |         1974 |                | BOX(174.559997681058 -38.2559552449614,175.031652836931 -38.0060276373759)
 1191 | Ianthe                                                               | NZMS1   | S64                                       |         1976 |                | BOX(170.486693885445 -43.2565229690541,170.995410149121 -43.0062719090517)
  452 | Kidnappers                                                           | NZMS1   | N136                                      |         1943 |                | BOX(174.324065181974 -39.9002018115271,174.540167453796 -39.7335554295171)
 1468 | Akaroa                                                               | NZMS260 | N36-37                                    |         1998 |                | BOX(172.750947262593 -43.8981853214418,173.248754154062 -43.5471889618796)
  577 | Waipawa                                                              | NZMS1   | N141                                      |         1977 |                | BOX(176.4601912922 -39.9825473031334,176.945248942476 -39.7305603482846)
 2342 | Marlborough                                                          | NZMS15  | 2                                         |         1935 |                | BOX(173.59412 -41.48145,174.24816 -41.11902)
  550 | Waimarino                                                            | NZMS1   | N111                                      |         1977 |                | BOX(175.023537755787 -39.2453331795375,175.500182144632 -38.9972721380934)
 1728 | Bideford                                                             | Topo50  | BP35                                      |         2009 |                | BOX(175.703411972842 -41.1412947663809,176.002289079803 -40.8103452390926)
 2447 | OT143-144-156-157                                                    | NZMS13  | OT143-144-156-157                         |         1884 |                | BOX(169.168987591223 -46.4766205136295,169.635557187409 -46.2365858946878)
 1676 | Wharerata                                                            | Topo50  | BH43                                      |         2009 |                | BOX(177.83569810693 -39.1259163152699,178.134350744757 -38.7909202482315)
 1838 | Kawakawa                                                             | Topo50  | AW29                                      |         2009 |                | BOX(173.924240621487 -35.6542738545804,174.193052335945 -35.3274080791327)
  384 | Benmore                                                              | NZMS1   | S109                                      |         1967 |                | BOX(169.948432710672 -44.4874039351584,170.469889239408 -44.234768848592)
