  id  |                                 name                                 | series  |                   sheet                   | year_printed | uploadedmap_id |                                   extent                                   
  960 | Ongaonga                                                             | NZMS260 | U22                                       |         1983 |                | BOX(176.033388249385 -39.9953542524714,176.51345506836 -39.7120420682893)
  791 | Lawrence                                                             | NZMS260 | H44                                       |         1987 |                | BOX(169.649054693086 -45.9435989372013,170.177581722552 -45.6605120284186)
  929 | Ohakune                                                              | NZMS260 | S20                                       |         1983 |                | BOX(175.08379340109 -39.476044006497,175.556836634975 -39.1963919968823)
 1172 | Clarence                                                             | NZMS1   | S42-43                                    |         1972 |                | BOX(173.486847763093 -42.2525582422329,174.025984875991 -41.9953568323727)
 2083 | Girdlestone's Track                                                  |         |                                           |         1927 |              1 | BOX(175.1401766105 -41.1025225747843,175.762244731942 -40.5448265337853)
 1586 | Kaimanawa                                                            | NZMS260 | U19                                       |         1999 |                | BOX(175.997941105202 -39.1850999184033,176.472341201257 -38.9019136550353)
  290 | Waitotara                                                            | NZMS1   | N130                                      |         1962 |                | BOX(174.540167453796 -39.7384943584052,175.021854113644 -39.4884783446915)
 2332 | Kaikoura                                                             | NZMS15  | 2                                         |         1930 |                | BOX(173.18494 -42.63423,174.10136 -42.29028)
  793 | Balclutha                                                            | NZMS260 | H46                                       |         1981 |                | BOX(169.617550116215 -46.483019834273,170.15129097225 -46.199901691953)
 1356 | Kingston                                                             | NZMS260 | F42                                       |         1997 |                | BOX(168.659711436258 -45.3752244414562,169.187406836931 -45.0877931393417)
 2052 | Tapanui                                                              | Topo50  | CE13                                      |         2009 |                | BOX(169.127648875911 -45.9799937575581,169.457398585362 -45.6466358835413)
 2222 | Uawa                                                                 | NZMS15  |                                           |         1924 |                | BOX(177.93777 -38.53668,178.38311 -38.13152)
 1256 | Cromwell                                                             | NZMS1   | S133                                      |         1981 |                | BOX(168.881506803132 -45.2134020093979,169.413835613308 -44.9560146175722)
   86 | Inglewood                                                            | NZMS1   | N109                                      |         1943 |                | BOX(174.070435908325 -39.2414299417514,174.550265171196 -38.9895369473341)
 1149 | Little Wanganui                                                      | NZMS1   | S17-18                                    |         1973 |                | BOX(171.925793666069 -41.5281822724278,172.486109014201 -41.2777912541391)
 2239 | Rangitikei                                                           | NZMS15  | 2                                         |         1958 |                | BOX(175.46112 -39.7462,175.816 -39.30863)
 1404 | Kaniere                                                              | NZMS260 | J33                                       |         1991 |                | BOX(170.792576591643 -42.994432815359,171.29042512635 -42.7160395927286)
 1895 | Waiouru                                                              | Topo50  | BJ35                                      |         2009 |                | BOX(175.640206263321 -39.521406806835,175.931319593035 -39.190738541512)
 1904 | Cape Stephens                                                        | Topo50  | BN29ptBN28                                |         2009 |                | BOX(173.897203370062 -40.8455233386259,174.186215317828 -40.5187020103746)
 1485 | Mangakahia                                                           | NZMS260 | P06                                       |         1994 |                | BOX(173.652604013791 -35.7098176214706,174.097568999903 -35.4353662363986)
 1583 | Rotorua                                                              | NZMS260 | U16                                       |         1997 |                | BOX(175.963359368617 -38.3746746025606,176.432292656649 -38.0916172409276)
  495 | Onewhero                                                             | NZMS1   | N51                                       |         1979 |                | BOX(174.569379260135 -37.5145442412464,175.036288813342 -37.2646588826138)
 2321 | Mackenzie                                                            | NZMS15  | 1                                         |         1930 |                | BOX(169.69765 -44.07894,170.36336 -43.48009)
 1719 | Pepin Island                                                         | Topo50  | BP26ptBP27                                |         2009 |                | BOX(173.237266332729 -41.1730955884323,173.524543316525 -40.8478654714285)
 2370 | HB38                                                                 | NZMS13  | HB38                                      |         1885 |                | BOX(175.748200320091 -40.4179632825315,176.052066778418 -40.1741181563682)
 1593 | Pongaroa and Castlepoint                                             | NZMS260 | U25-26                                    |         1997 |                | BOX(176.069803834177 -40.8683596367565,176.393227581997 -40.5268525367155)
  618 | Tadmor                                                               | NZMS1   | S19                                       |         1974 |                | BOX(172.48238398735 -41.5247505803091,172.978971209518 -41.2725554173464)
 2198 | Whangarei                                                            | NZMS15  | 1                                         |         1932 |                | BOX(173.75064 -35.70698,174.60823 -35.28675)
 1393 | Lake Tekapo                                                          | NZMS260 | I37                                       |         1997 |                | BOX(170.253880548675 -44.065709860815,170.76297351451 -43.785032269074)
 1307 | George                                                               | NZMS260 | B41-C41                                   |         1994 |                | BOX(167.083299042466 -45.0247929273006,167.2485191229 -44.8824721993454)
 2273 | Vincent                                                              | NZMS15  | 1                                         |         1903 |                | BOX(168.98268 -44.91374,169.22697 -44.3467)
 1094 | Ngamatea                                                             | NZMS1   | N123                                      |         1975 |                | BOX(175.976824693219 -39.4914330144071,176.45678577062 -39.2414342828438)
  425 | Hokianga                                                             | NZMS1   | N14                                       |         1945 |                | BOX(173.232328116521 -35.5241913891013,173.691204398532 -35.2694604668755)
 1390 | Harihari                                                             | NZMS260 | I34                                       |         1994 |                | BOX(170.290474748546 -43.2559207076646,170.792576591643 -42.9754057207835)
   43 | Colville                                                             | NZMS1   | N35-36                                    |         1953 |                | BOX(175.040758134561 -36.5267260582954,175.551239925224 -36.2786518233374)
 1970 | Mount Ward                                                           | Topo50  | BY14                                      |         2009 |                | BOX(169.555294410872 -44.0478548563628,169.871368232036 -43.715670280082)
 1077 | Tiniroto                                                             | NZMS1   | N106                                      |         1978 |                | BOX(177.393090817168 -38.9827805552991,177.87417659941 -38.7271957084276)
  482 | Warkworth                                                            | NZMS1   | N34                                       |         1977 |                | BOX(174.581365281918 -36.5258509295811,175.042211960119 -36.2760200761382)
 1086 | Mohaka                                                               | NZMS1   | N115                                      |         1967 |                | BOX(176.924943624002 -39.2365600931991,177.406292726687 -38.9827805552991)
 1931 | Waikawa                                                              | Topo50  | BQ29                                      |         2009 |                | BOX(174.001347774624 -41.4932175460688,174.293784274426 -41.1661473275278)
  924 | Te Awamutu                                                           | NZMS260 | S15                                       |         1980 |                | BOX(175.043319225823 -38.124951802703,175.507396934165 -37.8454005454456)
 1756 | Runanga                                                              | Topo50  | BT19                                      |         2009 |                | BOX(171.102809660384 -42.459098146769,171.402776825654 -42.1305928320716)
  731 | Mavora                                                               | NZMS1   | S141                                      |         1973 |                | BOX(167.819988855505 -45.4358467870609,168.358511877838 -45.1738019279654)
 1558 | Cuvier                                                               | NZMS260 | T09                                       |         1986 |                | BOX(175.441179791436 -36.4942525656086,175.896598659752 -36.2132357875714)
 1713 | Matahiwi                                                             | Topo50  | BK33                                      |         2009 |                | BOX(175.094429621309 -39.8569581126915,175.384605333911 -39.5274410451224)
 1866 | Huiarua                                                              | Topo50  | BE43                                      |         2009 |                | BOX(177.771549717553 -38.1560874769768,178.065492263369 -37.8214063225478)
 1471 | Rawene                                                               | NZMS260 | O05                                       |         1999 |                | BOX(173.21055137312 -35.4420116686908,173.652604013791 -35.1691299018106)
  645 | Charwell                                                             | NZMS1   | S48                                       |         1971 |                | BOX(172.996154676762 -42.507012606317,173.502404366624 -42.2525582422329)
 1585 | Taupo                                                                | NZMS260 | U18                                       |         1999 |                | BOX(175.986321656532 -38.914973697303,176.458878443814 -38.6318293312505)
  597 | Whareama                                                             | NZMS1   | N163                                      |         1966 |                | BOX(175.989044942337 -41.2124219180952,176.208867673226 -40.9725296656237)
 2382 | NN7                                                                  | NZMS13  | NN7                                       |         1896 |                | BOX(172.653012354756 -40.9303789987791,172.924220338498 -40.6946095645344)
 2175 | Waikato                                                              | NZMS15  | 2                                         |         1934 |                | BOX(175.13259 -37.90933,175.60846 -37.54082)
   87 | Tutira                                                               | NZMS1   | N114                                      |         1958 |                | BOX(176.450099175108 -39.2414342828438,176.929926656543 -38.9895434363035)
 2039 | Tophouse                                                             | Topo50  | BR25                                      |         2009 |                | BOX(172.855505783837 -41.8217884633913,173.144494216163 -41.4975301742664)
  169 | Molesworth                                                           | NZMS1   | S41                                       |         1944 |                | BOX(172.990355049256 -42.2601437063758,173.494577295625 -42.0057430315317)
 1515 | Cook Strait                                                          | NZMS260 | Q27                                       |         1998 |                | BOX(174.190826203836 -41.3806770346848,174.673850579441 -41.1046596227315)
  344 | Spenser                                                              | NZMS1   | S40                                       |         1965 |                | BOX(172.493700009168 -42.2655631817165,172.996154676762 -42.0132635178932)
  824 | Mokihinui                                                            | NZMS260 | L28                                       |         1982 |                | BOX(171.799631161808 -41.6546316145982,172.282795807181 -41.3805102327942)
 1988 | Taylors Camp                                                         | Topo50  | BW19                                      |         2009 |                | BOX(171.072717463835 -43.431268712243,171.377724768984 -43.1026709410928)
 2152 | Guide to the Tararua State Forest Park                               | 274     | 2                                         |         1988 |             77 | BOX(174.964132636352 -41.1624656323717,176.204684308071 -40.416382534386)
  776 | Ohai                                                                 | NZMS260 | D45                                       |         1985 |                | BOX(167.564601833563 -46.1456722601749,168.104400263093 -45.8536072249317)
 2190 | Manukau                                                              | NZMS15  |                                           |         1934 |                | BOX(174.70291 -37.07827,175.39055 -36.84417)
 1193 | Broken River                                                         | NZMS1   | S66                                       |         1980 |                | BOX(171.500113053621 -43.2576467622801,172.006851835479 -43.0096141535341)
 1305 | Five Fingers                                                         | NZMS260 | A44                                       |         1995 |                | BOX(166.37105987963 -45.8014510298361,166.593638055166 -45.5216322534972)
  649 | Lake Sumner                                                          | NZMS1   | S53                                       |         1972 |                | BOX(172.00082803408 -42.7626918274496,172.505449242874 -42.5124788760814)
 1616 | Omaio                                                                | NZMS260 | X15                                       |         1998 |                | BOX(177.313810578403 -38.0605126964508,177.785327370292 -37.7724091358006)
  902 | Mangawhai                                                            | NZMS260 | R08                                       |         1980 |                | BOX(174.545497005707 -36.2405618001971,174.996434635504 -35.962859278542)
  873 | Rototuna                                                             | NZMS260 | P09                                       |         1980 |                | BOX(173.884201861873 -36.5188825218273,174.111247400123 -36.2463272707399)
  121 | Moeraki                                                              | NZMS1   | S146                                      |         1943 |                | BOX(170.447636817911 -45.4782430712542,170.976119665439 -45.2278213073649)
  634 | Ward                                                                 | NZMS1   | S36                                       |         1973 |                | BOX(173.973587982624 -41.9960774097189,174.47913058949 -41.7376266772782)
 2441 | OT116                                                                | NZMS13  | OT116                                     |         1888 |                | BOX(168.982158644149 -45.9355103399933,169.31144527744 -45.7027307594181)
 1189 | Cheviot                                                              | NZMS1   | S62                                       |         1974 |                | BOX(173.007974646021 -43.0007164661646,173.518356919166 -42.746153261598)
  944 | Kuratau                                                              | NZMS260 | T18                                       |         1984 |                | BOX(175.526948283494 -38.926218064529,175.997941105202 -38.6448310511534)
 1334 | Halfmoon Bay                                                         | NZMS260 | D48-E48                                   |         1999 |                | BOX(167.669523871283 -46.9538727459587,168.034225531525 -46.6698365277771)
  787 | Otematata                                                            | NZMS260 | H40                                       |         1988 |                | BOX(169.710454751121 -44.8644496247259,170.228893247451 -44.5814906638706)
 1036 | Runaway                                                              | NZMS1   | N62                                       |         1970 |                | BOX(177.826470954391 -37.7395064580001,178.300510454506 -37.4824826699568)
  154 | Wairau                                                               | NZMS1   | S27                                       |         1943 |                | BOX(172.978971209518 -41.7663720601924,173.47921435806 -41.5120773459587)
 1760 | Windwhistle                                                          | Topo50  | BX21                                      |         2009 |                | BOX(171.658352155303 -43.7622845919085,171.962027523739 -43.4351130680425)
 2001 | Cattle Creek                                                         | Topo50  | CA17                                      |         2009 |                | BOX(170.42462305909 -44.7167668356978,170.739930678975 -44.3865686472568)
   35 | Waipu                                                                | NZMS1   | N24                                       |         1943 |                | BOX(174.130715350702 -36.0288342908735,174.58997902395 -35.777331712191)
  602 | Farewell                                                             | NZMS1   | S1-3                                      |         1974 |                | BOX(172.470889056915 -40.7838400053454,172.799983988252 -40.492511873911)
 1609 | Urewera                                                              | NZMS260 | W17                                       |         1990 |                | BOX(176.889597422696 -38.6170287860416,177.36332426802 -38.3304809428618)
 1722 | Takaka                                                               | Topo50  | BP24                                      |         2009 |                | BOX(172.570825350479 -41.1732535304956,172.857639827985 -40.8482558527087)
 2271 | Vincent                                                              | NZMS15  | 2                                         |         1903 |                | BOX(169.21642 -44.91496,169.76261 -44.31569)
 1315 | Milford                                                              | NZMS260 | C40-D40                                   |         1994 |                | BOX(167.614659995482 -44.798272703758,168.216849450763 -44.5032156885538)
 1455 | Houhora                                                              | NZMS260 | N03                                       |         1999 |                | BOX(172.77110448882 -34.9023221962144,173.208934087676 -34.6308971960536)
 1687 | Matamata                                                             | Topo50  | BD35                                      |         2009 |                | BOX(175.58189736072 -37.9009854086395,175.865855596731 -37.5705838212899)
 1037 | East Cape                                                            | NZMS1   | N63                                       |         1970 |                | BOX(178.291264423967 -37.7293447194884,178.766584546602 -37.4705857207165)
 2394 | MB25                                                                 | NZMS13  | MB25                                      |         1880 |                | BOX(173.757655211408 -42.1038573750872,174.071596131336 -41.8613040959896)
  375 | Tasman                                                               | NZMS1   | S89                                       |         1964 |                | BOX(169.961354418537 -43.9937372498568,170.478398428716 -43.7411787471939)
  188 | Waimakariri                                                          | NZMS1   | S75                                       |         1943 |                | BOX(172.006851835479 -43.5034265855233,172.517651198757 -43.2531602627182)
 1395 | Kirkliston                                                           | NZMS260 | I39                                       |         1991 |                | BOX(170.228893247451 -44.6055154558659,170.742763539232 -44.3247629278336)
 1540 | Whitianga                                                            | NZMS260 | S11-T11                                   |         1994 |                | BOX(175.392567336921 -37.0362079817742,175.918498410049 -36.7535918827947)
 1239 | Wanaka                                                               | NZMS1   | S115                                      |         1973 |                | BOX(168.903859316165 -44.7200460488745,169.431501669168 -44.4628162493909)
 1212 | Okuru                                                                | NZMS1   | S86                                       |         1973 |                | BOX(168.424245366852 -43.9695667822159,168.946881523531 -43.7103816998938)
  933 | Levin                                                                | NZMS260 | S25                                       |         1985 |                | BOX(175.125762182311 -40.8267438379199,175.608371970595 -40.5469729775614)
  527 | Waimana                                                              | NZMS1   | N87                                       |         1980 |                | BOX(176.910356174654 -38.4954771975306,177.386610325306 -38.2418407058454)
  773 | Port Craig                                                           | NZMS260 | C49-D49                                   |         1987 |                | BOX(167.380354659923 -47.223224790136,168.010366210861 -46.9271169208366)
 1503 | Maungaturoto                                                         | NZMS260 | Q08                                       |         1997 |                | BOX(174.10211099065 -36.2463272707399,174.55158617874 -35.9702634998267)
 1608 | Waimana                                                              | NZMS260 | W16                                       |         1990 |                | BOX(176.87477916156 -38.3469970787221,177.346679685199 -38.0605126964508)
  783 | Waikaia                                                              | NZMS260 | F44                                       |         1986 |                | BOX(168.618955626564 -45.9145320362736,169.15187294746 -45.6269714528205)
 1570 | Mangaweka                                                            | NZMS260 | T22                                       |         1990 |                | BOX(175.566960834335 -40.006806806865,176.045413033215 -39.7252927299252)
 2142 | Abel Tasman National Park                                            | NZMS203 |                                           |         1975 |             66 | BOX(172.825920511997 -41.0362344288112,173.148186204373 -40.757790503925)
  308 | Pongaroa and Turnagain                                               | NZMS1   | N154-155                                  |         1957 |                | BOX(175.985444838933 -40.7266447440586,176.636557845804 -40.4750979540333)
 1456 | Ahipara                                                              | NZMS260 | N04                                       |         1984 |                | BOX(172.990139817014 -35.172359593213,173.21055137312 -34.9013029917221)
 1482 | Cheviot                                                              | NZMS260 | O33                                       |         1990 |                | BOX(173.244153684345 -43.0071549652034,173.490471037801 -42.7363477537818)
 1208 | Methven                                                              | NZMS1   | S82                                       |         1980 |                | BOX(171.500110501981 -43.7514570952751,172.010996632931 -43.5034265855233)
 1991 | Whataroa                                                             | Topo50  | BW16                                      |         2009 |                | BOX(170.184091679379 -43.4151299873915,170.493530208012 -43.0844379675134)
   63 | Raglan                                                               | NZMS1   | N64                                       |         1948 |                | BOX(174.563163185627 -38.0088286709061,175.033217079083 -37.7589152832073)
  260 | Taupo                                                                | NZMS1   | N94                                       |         1969 |                | BOX(175.971901618306 -38.7501791560408,176.446816990313 -38.5002248231679)
 1589 | Ongaonga                                                             | NZMS260 | U22                                       |         1996 |                | BOX(176.033388249385 -39.9953542524714,176.51345506836 -39.7120420682893)
 1900 | Mount Ruapehu                                                        | Topo50  | BJ34                                      |         2009 |                | BOX(175.362523595686 -39.5274410451224,175.652441707046 -39.1973647814799)
  118 | Oamaru                                                               | NZMS1   | S136                                      |         1943 |                | BOX(170.452202771059 -45.2314283513927,170.978374514077 -44.9810265459305)
  272 | New Plymouth                                                         | NZMS1   | N108                                      |         1962 |                | BOX(173.594069939477 -39.2365535824446,174.075420793567 -38.9827719049695)
  223 | Coromandel                                                           | NZMS1   | N40                                       |         1965 |                | BOX(175.500190217305 -36.7739336493061,175.961093960655 -36.525853025162)
 2412 | CB67                                                                 | NZMS13  | CB67                                      |         1880 |                | BOX(172.472512044224 -43.5893653552658,172.855060265464 -43.3783049297937)
  231 | Onewhero                                                             | NZMS1   | N51                                       |         1964 |                | BOX(174.569379260135 -37.5145442412464,175.036288813342 -37.2646588826138)
 1424 | Temuka                                                               | NZMS260 | K38                                       |         1980 |                | BOX(171.244239492141 -44.3507416090913,171.751419085294 -44.0743341591593)
 2341 | Marlborough                                                          | NZMS15  | 1                                         |         1935 |                | BOX(173.28711 -41.47956,173.59546 -41.1291)
 1454 | Lincoln                                                              | NZMS260 | M36-37                                    |         1997 |                | BOX(172.253228229876 -43.8891859248516,172.752363099251 -43.545062739186)
  328 | Rai                                                                  | NZMS1   | S15                                       |         1964 |                | BOX(173.456877233966 -41.2652269274968,173.95486878584 -41.0090269098369)
 2281 | Waihemo                                                              | NZMS15  |                                           |         1949 |                | BOX(170.20003 -45.56992,170.86753 -45.13139)
 2249 | WaimateWest                                                          | NZMS15  |                                           |         1921 |                | BOX(173.91617 -39.6282,174.17159 -39.45088)
 1791 | Cardrona                                                             | Topo50  | CB12                                      |         2009 |                | BOX(168.889882414717 -44.9999823502425,169.214897493477 -44.6661888334729)
 1538 | Colville                                                             | NZMS260 | S09                                       |         1983 |                | BOX(174.996434635504 -36.5033984680809,175.450424177164 -36.2240233430543)
 1331 | Riverton                                                             | NZMS260 | D46                                       |         1984 |                | BOX(167.538694484325 -46.4150961178121,168.081239280105 -46.1229377729032)
  263 | Ngatapa                                                              | NZMS1   | N97                                       |         1959 |                | BOX(177.386610325306 -38.7358119503345,177.865980357678 -38.4802910934197)
    7 | Palliser                                                             | NZMS1   | N168-169                                  |         1953 |                | BOX(175.148563699239 -41.7155969119334,175.643013353876 -41.4681636409796)
 2054 | Riversdale                                                           | Topo50  | CE11                                      |         2009 |                | BOX(168.509865657201 -45.9590173481727,168.842808526392 -45.6242450819147)
  120 | Motueka                                                              | NZMS1   | S14                                       |         1942 |                | BOX(172.96786777956 -41.2725554173464,173.464230432573 -41.0183648302474)
  664 | Gillespies                                                           | NZMS1   | S70                                       |         1973 |                | BOX(169.465506646883 -43.4943665992804,169.980130098358 -43.2396898139094)
 1674 | Matahi                                                               | Topo50  | BF40                                      |         2009 |                | BOX(176.97301506597 -38.5103952210393,177.265306891548 -38.1771527795414)
 1042 | Whakatane                                                            | NZMS1   | N69                                       |         1978 |                | BOX(176.900924701215 -38.0013672444242,177.373884994302 -37.7478243130392)
 1167 | Punakaiki                                                            | NZMS1   | S37                                       |         1971 |                | BOX(171.00136591825 -42.2698981343579,171.50011924203 -42.0218577921417)
 1495 | Blenheim                                                             | NZMS260 | P28                                       |         1997 |                | BOX(173.717505482141 -41.6547520275159,174.200659457788 -41.3806770346848)
  665 | Waiho                                                                | NZMS1   | S71                                       |         1977 |                | BOX(169.97395082284 -43.5000265506569,170.486693885445 -43.247543074311)
 1848 | Mangawhai                                                            | Topo50  | AY31                                      |         2009 |                | BOX(174.464050345864 -36.2979599632249,174.737278283335 -35.9699576055846)
 1439 | North Cape                                                           | NZMS260 | M02-N02                                   |         1998 |                | BOX(172.629349116654 -34.6319613724283,173.065537117078 -34.3609584670574)
 1929 | Pihama                                                               | Topo50  | BK28ptBJ28                                |         2009 |                | BOX(173.697256835485 -39.7658138750544,173.980691253986 -39.4394568044068)
  807 | Waimate                                                              | NZMS260 | J40                                       |         1984 |                | BOX(170.722200594146 -44.884106764751,171.236308419514 -44.6055154558659)
 2056 | Avondale                                                             | Topo50  | CE09                                      |         2009 |                | BOX(167.892875506202 -45.9347099700105,168.228942438452 -45.5985655230112)
 1692 | Morrinsville                                                         | Topo50  | BD34                                      |         2009 |                | BOX(175.310333064574 -37.9066819134214,175.59318765604 -37.5768382838989)
 2316 | Geraldine                                                            | NZMS15  | 2                                         |         1945 |                | BOX(170.96913 -44.27975,171.54623 -44.03533)
 1946 | Patanui Stream                                                       | Topo50  | BQ36ptBQ35                                |         2009 |                | BOX(175.90709759218 -41.4605026040808,176.208476334499 -41.1290766495827)
  399 | Mossburn                                                             | NZMS1   | S150                                      |         1965 |                | BOX(167.803859450247 -45.6822866084414,168.344850463798 -45.4201218911914)
  852 | Tarndale                                                             | NZMS260 | N30                                       |         1987 |                | BOX(172.757842731672 -42.196944781179,173.242163027607 -41.9267950963255)
 1143 | Chetwode                                                             | NZMS1   | S11                                       |         1975 |                | BOX(173.936609511764 -41.0090269098369,174.434232687906 -40.7509241878392)
 1545 | Te Awamutu                                                           | NZMS260 | S15                                       |         1997 |                | BOX(175.043319225823 -38.124951802703,175.507396934165 -37.8454005454456)
 1174 | Ahaura                                                               | NZMS1   | S45                                       |         1971 |                | BOX(171.500116798479 -42.5168512712959,172.00082803408 -42.268814992942)
 2203 | Mangonui                                                             | NZMS15  | 3                                         |         1930 |                | BOX(173.00604 -35.37901,173.45433 -35.20366)
  549 | Whangamomona                                                         | NZMS1   | N110                                      |         1977 |                | BOX(174.546940573874 -39.244356756712,175.025200827725 -38.9943708226641)
  268 | Rangitaiki                                                           | NZMS1   | N103                                      |         1969 |                | BOX(175.973522540689 -38.997274301549,176.450099175108 -38.7473053217332)
 1512 | Hawera                                                               | NZMS260 | Q21                                       |         1987 |                | BOX(174.162199167998 -39.7596786841116,174.633680355817 -39.4836847117956)
 1092 | Ohakune                                                              | NZMS1   | N121                                      |         1975 |                | BOX(175.021854113644 -39.4924158217985,175.500181217258 -39.244356756712)
  310 | Masterton                                                            | NZMS1   | N158                                      |         1973 |                | BOX(175.500174539395 -40.9746906681655,175.989044942337 -40.7266447440586)
 2162 | Coromandel                                                           | NZMS15  |                                           |         1934 |                | BOX(175.31333 -37.00525,175.90258 -36.44909)
 1614 | Waimarama                                                            | NZMS260 | W22                                       |         1982 |                | BOX(176.96563623182 -39.9668523668989,177.215067081435 -39.6887049751174)
 1369 | Lindis                                                               | NZMS260 | G40                                       |         1991 |                | BOX(169.204926111687 -44.8512695676762,169.725462128482 -44.5661430111372)
 1627 |                                                                      | NZMS260 | Y19                                       |         1999 |                | BOX(177.840350074155 -39.1217089814484,178.032172367127 -38.8445030202397)
 1490 | Egmont                                                               | NZMS260 | P20                                       |         1999 |                | BOX(173.694312484113 -39.4933828276215,174.162199167998 -39.2192436464023)
  836 | Murchison                                                            | NZMS260 | M29                                       |         1987 |                | BOX(172.27667385601 -41.9267950963255,172.759968440276 -41.6546316145982)
 1746 | Twizel                                                               | Topo50  | BZ15                                      |         2009 |                | BOX(169.837076676729 -44.3794188244409,170.153564800714 -44.0478548563628)
 1519 | Warkworth                                                            | NZMS260 | R09                                       |         1998 |                | BOX(174.55158617874 -36.5108545153225,175.004117283873 -36.2331295317235)
 2324 | Cheviot                                                              | NZMS15  |                                           |         1929 |                | BOX(172.92208 -42.91184,173.52048 -42.51479)
 2366 | GS57                                                                 | NZMS13  | GS57                                      |         1880 |                | BOX(177.157346580599 -39.0212245600868,177.461270832954 -38.7789339506716)
 1419 | Otira                                                                | NZMS260 | K33                                       |         1997 |                | BOX(171.282910825099 -43.0007693388126,171.778752874726 -42.7244384368958)
 2301 | Westland                                                             | NZMS15  | 7                                         |         1949 |                | BOX(169.40319 -44.10525,170.03601 -43.71093)
 2082 | Map of the Tararua Mountain System                                   | NZMS57  |                                           |         1963 |              2 | BOX(175.049007363997 -41.1572734745884,175.696695266813 -40.5161368453904)
  957 | Kaimanawa                                                            | NZMS260 | U19                                       |         1988 |                | BOX(175.997941105202 -39.1850999184033,176.472341201257 -38.9019136550353)
  265 | Mimi                                                                 | NZMS1   | N99                                       |         1968 |                | BOX(174.075420793567 -38.9943708226641,174.553549197167 -38.7425093278336)
  996 | Kaitaia                                                              | NZMS1   | N10                                       |         1977 |                | BOX(173.239239070927 -35.2770671326445,173.696669177381 -35.022394335633)
 1162 | Murchison                                                            | NZMS1   | S32                                       |         1975 |                | BOX(171.995027303932 -42.0218605019622,172.493700009168 -41.7716990200596)
  379 | Akaroa                                                               | NZMS1   | S94                                       |         1965 |                | BOX(172.521822678162 -43.9937428738464,173.03886423499 -43.7411871417076)
 2399 | CB16                                                                 | NZMS13  | CB16                                      |         1877 |                | BOX(172.975740964984 -42.7109227104862,173.287032910531 -42.4824707545062)
 1105 | Waverley                                                             | NZMS1   | N137                                      |         1976 |                | BOX(174.536717797181 -39.9855473051949,175.020149620484 -39.7355160101077)
  168 | Spenser                                                              | NZMS1   | S40                                       |         1943 |                | BOX(172.493700009168 -42.2655631817165,172.996154676762 -42.0132635178932)
 2109 | Mt Cook and Westland National Parks                                  | NZMS180 | 1                                         |         1964 |             35 | BOX(169.721413832977 -43.866142578441,170.669292654898 -43.1474433349321)
  910 | Matemateaonga                                                        | NZMS260 | R20                                       |         1984 |                | BOX(174.62068680219 -39.4836847117956,175.092055129355 -39.2058500076332)
 1707 | Whangamomona                                                         | Topo50  | BH31                                      |         2009 |                | BOX(174.522065717262 -39.2172565655422,174.806933795647 -38.8890316008224)
 2448 | OT158                                                                | NZMS13  | OT158                                     |         1892 |                | BOX(169.594304412038 -46.516414352209,169.856320721121 -46.3005798729678)
  238 | Matata                                                               | NZMS1   | N59-68                                    |         1967 |                | BOX(176.434083216858 -38.0060319076057,176.905611601129 -37.7542959469865)
 1936 | Tapuae-o-Uenuku                                                      | Topo50  | BS27                                      |         2009 |                | BOX(173.433477330578 -42.145293091579,173.726118896773 -41.8196074875655)
 1396 | Kurow                                                                | NZMS260 | I40                                       |         1987 |                | BOX(170.216229315013 -44.8753936022414,170.732524825953 -44.5946132530943)
 2185 | Waitomo                                                              | NZMS15  | 2                                         |         1937 |                | BOX(175.13732 -38.63909,175.63125 -38.21734)
  765 | Riverton                                                             | NZMS1   | S176                                      |         1980 |                | BOX(167.754194152999 -46.4215220994259,168.302787029269 -46.1589911096088)
 1399 | Waikouaiti                                                           | NZMS260 | I43                                       |         1999 |                | BOX(170.177581722552 -45.6848956853095,170.701306231195 -45.4040689743521)
 1299 | Wyndham                                                              | NZMS1   | S178                                      |         1975 |                | BOX(168.823025622086 -46.4465798608684,169.367620763745 -46.1887850384664)
 2233 | Waipukurau                                                           | NZMS15  |                                           |         1933 |                | BOX(176.33337 -40.23669,176.65312 -39.9672)
 2130 | Arthurs Pass National Park                                           | NZMS58  |                                           |         1931 |             55 | BOX(171.37872839791 -43.0609263898328,171.698341894914 -42.7400318455709)
  733 | Alexandra                                                            | NZMS1   | S143                                      |         1978 |                | BOX(168.870112420613 -45.4600618599826,169.404830598069 -45.2025945471105)
  825 | Reefton                                                              | NZMS260 | L30                                       |         1983 |                | BOX(171.789319588429 -42.194802089532,172.27667385601 -41.9206063111241)
